100, 0.35807, 0.365254, 0.147676
200, 0.324933, 0.345812, 0.193974
300, 0.313477, 0.343999, 0.219763
400, 0.307315, 0.336369, 0.2333
500, 0.304535, 0.342079, 0.240507
600, 0.302112, 0.351622, 0.23777
700, 0.300756, 0.356613, 0.227824
800, 0.299698, 0.358416, 0.22356
900, 0.298584, 0.357711, 0.226989
1000, 0.29787, 0.356321, 0.231269
