100, 21, 24, 6129, 140
200, 50, 45, 5651, 517
300, 71, 70, 6522, 1131
400, 99, 195, 7574, 2999
500, 131, 324, 8689, 4543
600, 158, 377, 10208, 5009
700, 191, 406, 11553, 5196
800, 217, 424, 8523, 5303
900, 248, 444, 9150, 5547
1000, 278, 463, 9866, 5778
