100, 0.358065, 0.366069, 0.147305, 0.364196
200, 0.325899, 0.345666, 0.193571, 0.34469
300, 0.31329, 0.34421, 0.218527, 0.338811
400, 0.307889, 0.336965, 0.233061, 0.270553
500, 0.304599, 0.342009, 0.241227, 0.220853
600, 0.301955, 0.35111, 0.237511, 0.226615
700, 0.30054, 0.356252, 0.227503, 0.245685
800, 0.299385, 0.358493, 0.223746, 0.266839
900, 0.298547, 0.357619, 0.226953, 0.28497
1000, 0.298113, 0.356614, 0.231652, 0.301143
